;Dataset;Requirement_Text;{replaced_term:inserted_abbreviation}
1512;08_eirene;"Principal requirements are: a range of up to at least 2000m in open terrain between a direct mode transmitter and receiver; a voice only capability that supports the use of the link assurance signal; open channel mode of operation such that all users employing direct mode receive transmissions when in range of the transmitting user; it is sufficient that the user may talk or listen only, but not both. The ability to talk shall be achieved through use of the Push-To-Talk function; a minimum of one channel is to be available for use of direct mode facilities; if more than one channel is provided, there must be a function allowing the user to manually select the channel; where equipment provides both normal and direct mode capability, the user shall be able to switch between the two modes in a straightforward manner (but not by accident); the user may only select direct mode when the normal mobile telephony services are not available; controls shall be simple to use, eg: direct mode on/off switch; Push-To-Talk function; channel selection; volume control; battery warning for handportables; battery life for handportables operating in direct mode shall be a minimum of 8 hours based on the following cycle: 20% transmit; 20% receive; 60% stand-by; when direct mode is used as a fall-back, an audible and visual indication shall be provided of normal mobile telephony services returning.";{}
1513;09_ertms;ETCS shall be able to supervise train and shunting movements.;{}
1514;09_ertms;If the supervision is performed by a RBC it shall be possible to prevent movements of a traction unit in its area if not authorised by the RBC.;{}
1515;09_ertms;ETCS is required to be functional to a maximum train speed of 500 km/h.;{}
1516;09_ertms;It shall be possible to implement one or more of the ETCS application levels on a line.;{}
1517;09_ertms;Trains equipped for ERTMS/ETCS application level 3 shall be able to run on lines equipped with ERTMS/ETCS application level 3, 2, 1 and 0, trains equipped for ERTMS/ETCS application level 2 shall be able to run on lines equipped with ERTMS/ETCS application level 2, 1 and 0 and trains equipped for ERTMS/ETCS application level 1 shall be able to run on lines equipped with ERTMS/ETCS application level 1 and 0.;{}
1518;09_ertms;The current application level shall be indicated on the DMI.;{}
1519;09_ertms;The driver shall acknowledge the level transitions, if requested from trackside.;{}
1520;09_ertms;If the driver does not acknowledge after the transition the brake shall be applied.;{}
1521;09_ertms;If the driver acknowledges afterwards, the brake can be released;{}
1522;09_ertms;ETCS shall be compatible with existing national systems listed in the CCS TSI such that it does not interfere with the national systems and is not interfered with by the national systems.;{}
1523;09_ertms;The ETCS trainborne equipment shall be capable of supervising the following operational states:;{}
1524;09_ertms;Any transition which occurs while the train is moving shall in principle occur automatically.;{}
1525;09_ertms;Transitions which occur while the train is stationary, shall be initiated automatically or manually as appropriate.;{}
1526;09_ertms;If, as a result of an automatic transition, except for transitions to and from National Operation (STM), the responsibility for the driver increases, the ETCS shall seek an acknowledgement from the driver, whether the train is stationary or not.;{}
1527;09_ertms;For transitions to and from National Operation (STM) the ETCS shall request, ACK by the driver.;{'acknowledgement': 'ACK'}
1528;09_ertms;In case the transition has to be acknowledged and the driver fails to acknowledge as required, the ETCS shall initiate a brake application;{}
1529;09_ertms;During the transition period between two operational states (including two different national operations) the supervision provided shall at least ensure the same protection provided by the least restrictive state.;{}
1530;09_ertms;If an ETCS equipped train passes a level transition to a line fitted with more than one level, the onboard shall switch to the highest level, according to the priority given by trackside, for which it is equipped.;{}
1531;09_ertms;If an ETCS equipped train passes a level transition to one or more levels for which it is not equipped, ETCS shall initiate a brake application.;{}
1532;09_ertms;The current operational status shall be indicated to the driver on the DMI;{}
1533;09_ertms;The ETCS on-board shall be capable of receiving National values from the trackside to adapt to National requirements;{}
1534;09_ertms;National values shall be applicable to a defined area;{}
1535;09_ertms;Once received onboard the national values shall remain valid even if the onboard equipment is switched off;{}
1536;09_ertms;If the on-board has no valid national values for the current location, default values shall be used by the onboard equipment.;{}
1537;09_ertms;Default values shall be harmonised values, permanently stored in all ERTMS/ETCS on board equipment;{}
1538;09_ertms;At Start Up, the on board equipment shall perform an automatic self-test.;{}
1539;09_ertms;The test shall require no action on the part of the driver.;{}
1540;09_ertms;The DMI shall indicate the result of the self-test.;{}
1541;09_ertms;Train data shall be entered before the on-board ETCS equipment allows train movement.;{}
1542;09_ertms;The driver shall be able to select Train Data Entry on the DMI.;{}
1543;09_ertms;Entering or overwriting data manually by the driver shall be possible but only when stationary.;{}
1544;09_ertms;Train data may be entered automatically from a railway management system or from train memory.;{}
1545;09_ertms;The driver shall be able to consult train data when the train is stationary or moving.;{}
1546;09_ertms;Current train data shall be stored (except at transition to shunting) in the ETCS equipment until the traction unit is not operative.;{}
1547;09_ertms;Stored train data shall be offered to the driver to be confirmed when Data Entry starts.;{}
1548;09_ertms;The system for Train Data Entry shall provide for the input of other data required by STMs connected to ETCS. This may require additional items, not required for ETCS, to be entered.;{}
1549;09_ertms;The entry of driver identification and the selection of the language shall be possible.;{}
1550;09_ertms;The change of driver identification during a journey or a Train Running Number shall be possible;{}
1551;09_ertms;Following successful completion of Train Data Entry, the driver shall be able to perform shunting movements or train movements.;{}
1552;09_ertms;If the onboard fails to contact the RBC when awakening the driver shall be asked to enter the RBC contact details;{}
1553;09_ertms;An ETCS equipped traction unit shall be capable of being moved in Shunting without train data, track data or movement authority.;{}
1554;09_ertms;Transfer to Shunting on driver’s selection shall only be possible when stationary.;{}
1555;09_ertms;To prevent unauthorised use of the function permission shall be obtained from the RBC if the train is operating under the control of the RBC.;{}
1556;09_ertms;Permission received shall be indicated to the driver.;{}
1557;09_ertms;It shall be possible to manually select Shunting from Stand By operation, Full Supervision operation or Partial Supervision operation;{}
1558;09_ertms;Automatic transfer to Shunting may be from Full Supervision operation and Partial Supervision operation status at spd lower than or equal to the supervised shunting speed based on trackside information.;{'speed': 'spd'}
1559;09_ertms;Before authomatic transition to Shunting, ETCS shall request confirmation from the driver.;{}
1560;09_ertms;ETCS shall supervise Shunting operation to a permitted national speed value.;{}
1561;09_ertms;The supervised Shunting speed shall be indicated to the driver on request.;{}
1562;09_ertms;"It shall be possible to apply the train trip function, if the shunting movement passes a signal showing ""danger for shunting"".";{}
1563;09_ertms;Exit from Shunting shall only be possible when the train is stationary.;{}
1564;09_ertms;Exit from Shunting shall take place when the driver selects exit from shunting.;{}
1565;09_ertms;Partial Supervision shall be selected either by the Driver, or by information received from track-to-train transmission.;{}
1566;09_ertms;If ACK is specified the driver shall acknowledge transfer from Full Supervision to Partial Supervision within 5 seconds;{'acknowledgement': 'ACK'}
1567;09_ertms;Partial Supervision shall be indicated on the DMI.;{}
1568;09_ertms;In Partial Supervision the train shall be supervised according to train speed and distance data available.;{}
1569;09_ertms;The train shall have the capability of being supervised to a ceiling speed.;{}
1570;09_ertms;This ceiling speed shall not be shown continually on the DMI but may be shown momentarily when selected by the driver.;{}
1571;09_ertms;The train shall leave Partial Supervision when the trainborne equipment is not operative any longer, when Shunting is selected or when Full Supervision is available.;{}
1572;09_ertms;It shall be possible to order a train trip when passing a stop signal;{}
1573;09_ertms;Transferring to Full Supervision shall occur automatically when a movement authority and all other necessary information is received through track-to-train transmission.;{}
1574;09_ertms;It shall be possible for the trackside to ask a driver for confirmation about the occupancy of the track ahead before sending a Full Supervision movement authority.;{}
1575;09_ertms;Full Supervision shall provide supervision of speed and distance.;{}
1576;09_ertms;The trainborne equipment shall remain in Full Supervision until the trainborne equipment is not active any longer, when Shunting is selected or when Partial Supervision information is received.;{}
1577;09_ertms;The ETCS trainborne equipment shall be capable of being isolated.;{}
1578;09_ertms;When the ETCS trainborne equipment is isolated, the system shall not show any ETCS information other than the fact that the system is isolated.;{}
1579;09_ertms;Isolation of the ETCS trainborne equipment shall disconnect the ETCS trainborne equipment from the vehicle braking system.;{}
1580;09_ertms;The ETCS trainborne equipment shall be capable of receiving information from NTCS by means of the STM.;{'national train control system': 'NTCS'}
1581;09_ertms;The DMI shall display or be compatible with information from national train control systems. This may mean displaying the information shown by the national system.;{}
1582;09_ertms;Unfitted operation shall be possible if ordered by trackside;{}
1583;09_ertms;Unfitted operation shall be possible if selected by the driver at start up;{}
1584;09_ertms;The on board shall supervise the train against a ceiling speed;{}
1585;09_ertms;The ceiling speed value for the unfitted operation is determined by the lower value out of;{}
1586;09_ertms;The onboard shall be capable to switch to another ETCS status when transmitted from trackside;{}
1587;09_ertms;The ETCS on-board shall be capable of receiving track description from the trackside.;{}
1588;09_ertms;It shall be possible to send information on adhesion conditions from trackside.;{}
1589;09_ertms;"It shall also be possible, to allow the driver to change the adhesion conditions; in this case information from trackside has priority.";{}
1590;09_ertms;The trackside shall be able to send information for the calculation of speed profiles.;{}
1591;09_ertms;If track data at least to the location where the relevant movement authority ends are not available on-board, the movement authority shall be rejected.;{}
1592;09_ertms;Track to train transmission shall provide the capability to send different speed profiles for specific train categories.;{}
1593;09_ertms;The ETCS trainborne equipment shall supervise the end of movement authority, if this information is available on-board.;{}
1594;09_ertms;The target distance to be displayed on the DMI shall be based on the most restrictive braking curve.;{}
1595;09_ertms;Together with the movement authority, the on board shall be able to receive one or more time-out(s) for certain sections of the movement authority, and shorten the movement authority accordingly when a time out expires.;{}
1596;09_ertms;Using train data and infrastructure data, braking curves shall be calculated taking into account the target information but not the location of vehicles occupying the track.;{}
1597;09_ertms;The ceiling speed level for the movement authority shall be defined as data National Value.;{}
1598;09_ertms;Before entering an occupied track, a driver acknowledgement shall be requested.;{}
1599;09_ertms;The train shall be supervised according to train speed data available.;{}
1600;09_ertms;"The train shall, as a minimum, be supervised to a ceiling speed; the supervised speed shall not be shown on the DMI unless selected by the driver.";{}
1601;09_ertms;The target distance shall not be shown on the DMI unless selected by the driver.;{}
1602;09_ertms;On request of the RBC, the driver shall have the possibility to confirm that the track ahead of him until the end of the on sight section is clear;{}
1603;09_ertms;ETCS shall collect all relevant information concerning train and line speed.;{}
1604;09_ertms;ETCS shall calculate the permitted speed for the train for all locations of the authorised movement.;{}
1605;09_ertms;This static train speed profile shall also respect maximum line speed and track speed and special speed levels for special classes of trains.;{}
1606;09_ertms;The ETCS trainborne equipment calculates the static train speed profile on the basis of infrastructure data and train data.;{}
1607;09_ertms;Based on all relevant data, the ETCS shall calculate an emergency braking curve and a service braking curve;{}
1608;09_ertms;Based on all relevant data, the ETCS shall calculate an emergency braking curve and a service braking curve;{}
1609;09_ertms;When changing to a lower speed level, the front end of the train shall respect the dynamic train speed profile.;{}
1610;09_ertms;When changing to a higher speed level the rear end of the train shall respect the static train speed profile.;{}
1611;09_ertms;It shall be possible to define certain locations (e.g. tunnels) where speed increase is related to the front of the train.;{}
1612;09_ertms;The braking curves shall ensure that the train complies with its speed requirements.;{}
1613;09_ertms;Where failure to apply the full service brake is detected the emergency brake shall stop the train in rear of the danger point.;{}
1614;09_ertms;The release speed shall be calculated on board, based on either:;{}
1615;09_ertms;The release speed shall be indicated on the DMI.;{}
1616;09_ertms;If the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point;{}
1617;09_ertms;"When the train is stationary or after a certain time (e.g. the time for ""route releasing"" of the overlap, the release speed calculation shall be based on the distance to the danger point (if calculated on-board). The condition for this change shall be defined for tgt as infrastructure data.";{'target': 'tgt'}
1618;09_ertms;Each railway shall have the possibility of allowing a different release speed for every signal.;{}
1619;09_ertms;The ETCS trainborne equipment shall be able to determine the location of the entire train.;{}
1620;09_ertms;On lines fitted with RBC, the ETCS trainborne equipment shall be able to transmit the location of the entire train to the RBC.;{}
1621;09_ertms;The train location calculation shall take into account error of odometry.;{}
1622;09_ertms;Actual speed shall be indicated on the DMI;{}
1623;09_ertms;There shall be no discrepancy between the speed shown to the driver and the speed used for supervision of movement authorities and speed limits, function;{}
1624;09_ertms;The indication provided shall enable the driver to drive at the permitted speed without receiving a warning and without INT of ETCS.;{'intervention': 'INT'}
1625;09_ertms;The driver shall know the distance to the next point defining the indicated braking curve and the permitted speed allowed. This shall be shown to the driver in a way that is understandable and logical.;{}
1626;09_ertms;Visual and acoustic warnings to the driver about possible intervention from ETCS shall be given to enable the driver to react and avoid intervention.;{}
1627;09_ertms;drv shall have the possibility to select the language, this does not concern non pre-defined texts sent from the trackside.;{'driver': 'drv'}
1628;09_ertms;A train shall be supervised to its static and dynamic train speed profiles.;{}
1629;09_ertms;Within the braking curve area, a warning shall be given to the driver to enable him to react and avoid intervention from ETCS equipment at least 5 sec. before INT.;{'intervention': 'INT'}
1630;09_ertms;"If the train or the shunting movement exceeds the permitted ceiling speed by a certain harmonised margin, the trainborne equipment shall execute a brake intervention until the actual speed does not exceed permitted speed; then the driver shall be able to release the brake";{}
1631;09_ertms;The driver shall be able to release an ETCS emergency brake application when stationary.;{}
1632;09_ertms;If decided by a national value, the driver may release the ETCS emergency brake when the actual speed is below the permitted speed.;{}
1633;09_ertms;To protect a traction unit from roll away and unwanted reverse movements the trainborne equipment shall monitor the direction of movement in relation to the permitted direction.;{}
1634;09_ertms;The trainborne equipment shall apply the emergency brake after a distance, defined by a national value, is travelled by the train.;{}
1635;09_ertms;The roll away/reverse movement intervention shall be indicated on the DMI.;{}
1636;09_ertms;When the traction unit has come to a standstill, the driver shall be able to release the emergency brake.;{}
1637;09_ertms;After releasing the emergency brake ETCS will provide the supervision appertaining when roll away protection was initiated;{}
1638;09_ertms;When using more than one traction unit this function shall be disabled in all but the leading traction unit.;{}
1639;09_ertms;All data entered, received or indicated to the driver shall be recorded onboard. All data shall be related to UTC (Universal Time Corrected) and a reference point.;{}
1640;09_ertms;Information shall be recorded to an accuracy which enables a clear view of the functioning of ETCS and way the traction unit has been driven.;{}
1641;09_ertms;Standardised output interfaces shall enable transmission of information recorded to other media for investigation;{}
1642;09_ertms;It shall be possible to use multiple traction units without isolating the ETCS trainborne equipment on traction unit(s) with an in-operative cab.;{}
1643;09_ertms;Information received shall not influence the traction unit(s) with in-operative cabs.;{}
1644;09_ertms;It shall be possible to use tandem traction units without isolating the ETCS trainborne equipment on the tandem traction unit.;{}
1645;09_ertms;The driver shall enter the driver ID;{}
1646;09_ertms;It shall be possible to drive the train backwards in a supervised way (spd and distance) according to information received from trackside;{'speed': 'spd'}
1647;09_ertms;The train speed shall be at or below a speed specified by a national value.;{}
1648;09_ertms;drv shall select an override control according to the permission received.;{'driver': 'drv'}
1649;09_ertms;The override control shall be protected against inadvertent operation.;{}
1650;09_ertms;When the train passes the stop signal, the train trip function shall be suppressed.;{}
1651;09_ertms;Actual speed shall still be shown on the DMI.;{}
1652;09_ertms;A special indication shall be shown on the DMI.;{}
1653;09_ertms;The supervised speed shall not be shown on the DMI.;{}
1654;09_ertms;The train shall be capable of receiving any track-to-train information intended and relevant for this train including movement authority.;{}
1655;09_ertms;If supervised by an RBC it shall be possible to command an emergency stop to all trains in a particular area or to a specific train;{}
1656;09_ertms;It shall be possible to command an immediate train stop.;{}
1657;09_ertms;It shall be possible to command a conditional emergency stop. If the train has already passed the location for the emergency stop cmd shall be ignored;{'command': 'cmd'}
1658;09_ertms;When a train has received an emergency stop ETCS shall command the emergency brake.;{}
1659;09_ertms;The emergency stop shall be indicated to drv on the DMI.;{'driver': 'drv'}
1660;09_ertms;It shall be possible to prevent a train from entering a route for which it does not meet the required criteria.;{}
1661;09_ertms;Route unsuitability shall be indicated on the DMI.;{}
1662;09_ertms;The driver shall be able to override the function when the train is stationary.;{}
1663;09_ertms;After overriding this function the movement authority shall be re-established.;{}
1664;09_ertms;When a traction unit passes a stop-signal the emergency brake shall be triggered.;{}
1665;09_ertms;Operation of the train trip shall be indicated on the DMI.;{}
1666;09_ertms;The emergency brake shall be applied until the traction unit is stationary.;{}
1667;09_ertms;When the traction unit is stationary the driver shall be required to acknowledge the train trip condition. This acknowledgement will release the emergency brake.;{}
1668;09_ertms;After the acknowledgement the driver shall be able to continue the movement;{}
1669;09_ertms;After ACK the train shall be able to be driven backwards for a certain distance defined by national value;{'acknowledgement': 'ACK'}
1670;09_ertms;The ETCS trainborne equipment shall transmit its own train identification to the RBC.;{}
1671;09_ertms;The train running number shall consist of a maximum of 8 numeric digits.;{}
1672;09_ertms;On demand, the position of the front end of the train at the time of the demand shall be indicated on the DMI. This shall be possible while the train is moving or stationary.;{}
1673;09_ertms;The ETCS on-board shall be capable of receiving information about pantograph and power supply from the trackside.;{}
1674;09_ertms;The ETCS trainborne equipment shall indicate on the DMI the information regarding pantograph and power supply.;{}
1675;09_ertms;The information regarding lowering and raising of the pantograph and opening/closing of the circuit breaker shall be provided separately and in combinations.;{}
1676;09_ertms;The ETCS on-board shall be capable of receiving information regarding air tightness from the trackside.;{}
1677;09_ertms;It shall be possible to send plain text messages from track to train.;{}
1678;09_ertms;When the plain text message appears on the DMI, the driver shall be alerted.;{}
1679;09_ertms;The onboard equipment shall display plain text messages as received.;{}
1680;09_ertms;The character set used shall support different languages.;{}
1681;09_ertms;It shall be possible to send fixed text messages from track to train;{}
1682;09_ertms;Fixed text messages shall be provided in the language selected by the driver;{}
1683;09_ertms;It shall be possible to send information regarding the inhibition of the following different types of brake:;{}
1684;09_ertms;Information shall be shown on the DMI;{}
1685;09_ertms;The ETCS on-board shall be capable of sending to the trackside train integrity information detected by a system outside ETCS;{}
1686;09_ertms;The driver shall be able to confirm the train integrity to the RBC manually. The confirmation requires the train to be stationary.;{}
1687;09_ertms;The on board shall be capable of sending train data to the trackside after confirmation by the driver, or when entering the RBC area;{}
1688;09_ertms;The following train data shall be sent from the on board to the trackside:;{}
1689;09_ertms;It shall be possible to revoke a Movement Authority that has already been issued to a train in a co-operative way between RBC and train.;{}
1690;09_ertms;The co-operative revocation of the MA shall be possible to NTgtLoc, proposed from RBC.;{'new target location': 'NTgtLoc'}
1691;09_ertms;The new target location shall be checked for acceptance by the on board.;{}
1692;09_ertms;If a train cannot stop at the proposed new target location it shall reject the request and keep the old target location.;{}
1693;09_ertms;The Reversing function shall only be possible in one active cab which is not closed at any time during the procedure.;{}
1694;09_ertms;Reversing shall be possible as defined by a value given with the MA;{}
1695;09_ertms;drv shall be able to use the Reversing function without needing to re-confirm the train data.;{'driver': 'drv'}
1696;09_ertms;Reversing shall be supervised to a distance and speed set as National Values;{}
1697;09_ertms;The distance supervised can be extended from the trackside.;{}
1698;09_ertms;Once the train starts reversing the MA shall be cancelled.;{}
1699;09_ertms;The train shall be able to automatically pass from one RBC area to another without driver intervention.;{}
1700;09_ertms;If the train is equipped with two operational radios there shall be no performance penalty as a result of a transition from one RBC to another (train spacing and train speed).;{}
1701;09_ertms;If the train is equipped with only one operational radio, passing from one RBC to another shall still be possible but might result in a performance penalty.;{}
1702;09_ertms;In evt of a Transmission Failure the following reactions, shall be capable of being applied in accordance with a National Value:;{'event': 'evt'}
1703;09_ertms;If there are failures of the trainborne equipment which compromise the safety of train supervision, the ETCS trainborne equipment shall immediately command the brake and bring the train to a stop.;{}
1704;09_ertms;The occurrence of a failure shall be displayed on the DMI.;{}
1705;09_ertms;In ETCS with RBC this restriction on performance shall, if possible be transmitted to the RBC.;{}
1706;09_ertms;Describes terms used in the document. The title of a function is normally not described. Please refer to the note below for each function-title.;{}
1707;10_peering;In the event of Web hotspot, it initiates request to trigger peering.;{}
1708;10_peering;The Web services host ensures the delivery of content to end-users based on the negotiated policies with o. cdn.;{'other cdn': 'o. cdn'}
1709;10_peering;The policy agent is responsible (in conjunction with the mediator) for determining which resources can be delegated and under what conditions (policies) delegation is permitted.;{}
1710;10_peering;The SLA-allocator performs the provisioning and reservation of Web server’s resources (e.g. CPU, bandwidth, storage etc.) to satisfy both local and delegated SLAs, and ensures that the terms of the SLAs are enforced.;{}
1711;10_peering;The Web servers’ underlying algorithms perform on-demand caching, content selection, and routing between servers.;{}
1712;10_peering;The Mediator generates service requirements as the basis for negotiated relationships.;{}
1713;10_peering;The Mediator passes the service requirements to the PA.;{}
1714;10_peering;The Mediator works in conjunction with its local PA to discover external resources and to negotiate with other CDNs.;{}
1715;10_peering;Once a peering arrangement is established, the Mediator controls what portion of the Web traffic (i.e. end-user requests) is redirected to the Web servers of the peering CDNs, which content is replicated there, how the replication decision is taken, and which replication policies are being used.;{}
1716;10_peering;The Mediator ensures that the participating entities are able to adapt to changing circumstances (agility) and are able to achieve their objectives in a dynamic and uncertain environment (resilience);{}
1717;10_peering;The Service Registry encapsulates the resource and service information for each CDN.;{}
1718;10_peering;The Service Registry helps in discovering local resources through enabling the Web servers of CDN providers to register and publish their resource, service and policy details.;{}
1719;10_peering;In the face of traffic surges, the Service Registry supplies any necessary local resource information to the mediator.;{}
1720;10_peering;When a new peering arrangement is established, an instance of the service registry is created that encapsulates all local and delegated external CDN resources.;{}
1721;10_peering;The Policy Repository virtualizes all of the policies within a peering arrangement including PWS, PM, and PPeering (i.e. Web server-specific policies, mediator policies, peering policies), along with any delegated policies for resources as a result of the peering arrangement.;{}
1722;10_peering;The Policy Repository provides a set of rules to the mediator to administer, manage, and control access to the resources in a peering arrangement.;{}
1723;10_peering;The Policy Repository returns existing peering policies to the PA during the establishment of long-term peering arrangements.;{}
1724;10_peering;A Peering Agent acts as a policy-driven resource discovery module for establishing negotiations.;{}
1725;10_peering;A Peering Agent exchanges policy, resource information, and service requirements with external PAs.;{}
1726;10_peering;A Peering Agent is used as a conduit by the mediator to establish negotiations with PAs of other peers and to acquire resources from them.;{}
1727;10_peering;Content replication is performed using a cooperative pull-based approach where participating CDNs assist each others in serving data. Thus, content replication is featured through extending it to participating servers from the peers in a given peering arrangement, subject to the available resources they contribute;{}
1728;10_peering;Load distribution is performed by measuring the load information and disseminating it within individual CDNs and amongst other CDNs using a hierarchical approach, where current bandwidth and resource usage of web servers in a CDN is reported to the CDN gateway (i.e. mediator, PA and policy repository as a single conceptual entity) in a periodic or thresholdbased manner. The gateways of participating CDNs then communicate aggregated load information describing the load of their constituent servers;{}
1729;10_peering;Request assignment and redirection is performed at multiple levels – at the DNS, at the gateways to local clusters, and also (redirection) between servers in a cluster. Therefore, endusers can be assigned via DNS (by the peering agents of participating CDNs updating their DNS records regularly) and also via redirection at the CDN gateway when appropriate.;{}
1730;10_peering;WS: Publishes its resource and service information to the SR. SR: Registers available local resources at the CDN provider and updates them. Mediator: Collects up-to-date resource information from SR.;{}
1731;10_peering;"Service registration is triggered when either one of the following occurs: (a) resources are available as a provider starts operating; (b) previously registered resource information needs to be updated; (c) available local resource information is required in the event of traffic surges; and (d) local and delegated external resource information is to be encapsulated in an SR instance included in an established peering arrangement.";{}
1732;10_peering;Available local resources of a CDN provider are detected along with their service information such as CPU, storage, upload and download rate, etc. These resources could be provisioned and reserved to satisfy SLAs.;{}
1733;10_peering;Resources are registered in the service registry and being updated in a regular basis.;{}
1734;10_peering;Each CDN Web server publishes resource and service information.;{}
1735;10_peering;If it is a new resource, its service information is registered in the SR with a new resource ID. Resource ID counter is incremented.;{}
1736;10_peering;Else, resource information in SR is updated in RB.;{'regular basis': 'RB'}
1737;10_peering;In the face of traffic surges, information on available local resources along withtheir IDs is supplied to the Mediator.;{}
1738;10_peering;Local and delegated external resource information is encapsulated in the SR instance in the established peering arrangement.;{}
1739;10_peering;If a resource fails, its service information is removed from SR and the resource ID counter is decremented.;{}
1740;10_peering;Resource provisioning, delegation and reservation policies are in place.;{}
1741;10_peering;There is an established norm that any resource failure will be reported.;{}
1742;10_peering;The interaction protocol between Web Server-SR, SR-mediator is defined.;{}
1743;10_peering;The format for service information description is defined.;{}
1744;10_peering;The interaction protocol between Web Server-SR, SR-mediator is defined.;{}
1745;10_peering;Resource provisioning, delegation and reservation policies are in place.;{}
1746;10_peering;There is an established norm that any resource failure will be reported.;{}
1747;10_peering;The interaction protocol between Web Server-SR, SR-mediator is defined.;{}
1748;10_peering;End-user: Requests for content. Mediator: Receives initiation request from WS to trigger peering.;{}
1749;10_peering;The Trigger is invoked when a (primary) CDN realizes that it cannot handle a part of theworkload on its WS(s). The triggering condition considers the expected andunexpected load increases in the initiating (primary) CDN.;{}
1750;10_peering;If the user requests experience service timeout (threshold), initiation request is cancelled.;{}
1751;10_peering;SR: Sends resource and access information. PR: Sends policy information for establishing negotiated relationships PA: Receives service requirements from the mediator.;{}
1752;10_peering;Upon receiving the initialization request to trigger peering, the mediator generates service requirements and passes it to local PA.;{}
1753;10_peering;An initialization request to activate peering is received by the mediator.;{}
1754;10_peering;The mediator instance obtains resource and access information from the SR and policy information from PR to establish negotiation.;{}
1755;10_peering;The mediator generates service requirements.;{}
1756;10_peering;If the service requirements are acceptable according to the provider’s policy, mediator passes it to the local PA. Else, reject user requests.;{}
1757;10_peering;If URQ can not be accepted according the provider policies, service requirements are not passed to the local PA.;{'user request': 'URQ'}
1758;10_peering;The PA of a given primary CDN negotiates with PAs of the peers to perform external resource discovery.;{}
1759;10_peering;Local PA communicates with the PAs of peers to discover external resources. ;{}
1760;10_peering;Local PA receives service requirements from the mediator.;{}
1761;10_peering;If any peering policies exist, they are returned to establish long-term peering arrangement. Else, short-term negotiation is performed.;{}
1762;10_peering;Local PA in conjunction with the mediator interacts with external PAs through inter-PA communication protocol.;{}
1763;10_peering;External resources are discovered and negotiation is performed with selected CDN peers.;{}
1764;10_peering;If sufficient resources are acquired, a peering arrangement is established. Else, mediator re-evaluates service requirements and sends to the local PA to perform re-negotiation.;{}
1765;10_peering;If the user requests can not be accepted according the provider policies, service requirements are not passed to the local PA.;{}
1766;10_peering;Operational Management is responsible for the inter-CDN protocol configuration, resource initialization and for ensuring effective operations of the established peering arrangement.;{}
1767;10_peering;External PA: Exchanges configurations and content availability information, and accepts requests to an optimal peer. PR: Assists in enforcing negotiated policies.;{}
1768;10_peering;Once policies are negotiated and a peering arrangement is established, PAs interact each other in the execution of common goal(s).;{}
1769;10_peering;Once a peering arrangement is established, the initiating primary CDN through its local PA advertise configuration information to technically support the negotiated relationships between enlisted CDNs.;{}
1770;10_peering;PAs exchange content availability and load information to identify an optimal peer to handle URQ.;{'user request': 'URQ'}
1771;10_peering;Request is redirected to an optimal peer’s Web server.;{}
1772;10_peering;PAs exchange accounting information to perform billing based on negotiated relationships.;{}
1773;10_peering;The policy repository instance in the established peering arrangement assists in the deployment, administration and enforcement of the functional policies.;{}
1774;10_peering;If a peered CDN provider refuses to accept URQ, a given peering arrangement ceases.;{'user request': 'URQ'}
1775;10_peering;If any of the termination condition holds, the local PA disbands or re-arranges the peering arrangement.;{}
1776;10_peering;If there are exceptional circumstances such as natural disaster, theft, etc. for which any peer is unable to honor the negotiated relationships, a given peering arrangement is not disband or re-arranged and SLA conditions are bypassed. ;{}
1777;10_peering;For user interface design, common GUI standards will be followed along with the presence of keyboard shortcuts, error message display standards etc., and standard buttons and functions (i.e. help) will appear on every screen.;{}
1778;10_peering;comm among software component would be performed through message passing over the IP network.;{'communication': 'comm'}
1779;10_peering;From a technical point of view, TCP/IP will be used as the transport protocol, where each CDN server establishes a TCP connection to the network elements using a well-known port number.;{}
1780;10_peering;All messages consist of a fixed length-header containing the total data length and a request followed by a reply or ACK.;{'acknowledgement': 'ACK'}
1781;10_peering;Interaction among surrogates will be performed using HTTP or FTP.;{}
1782;11_peppol;The pre-VCD mapping tool is openly accessible for economic operators and contracting authorities etc.;{}
1783;11_peppol;The tool interface is available in the official languages of the European Union.;{}
1784;11_peppol;A powerful search mechanism is implemented to deliver good results when economic operators query the pre-VCD mapping tool in order to understand what evidences he can deliver to confer to the selection and exclusion criteria set in a public tender in another Member State.;{}
1785;11_peppol;"The results are delivered in a format simple to use for the economic operators; e.g. a check list of evidences he can collect from respective issuing bodies in his country, which fulfil the selection criteria and prove the non-conformance with exclusion criteria set by the contracting authority from a different Member State.";{}
1786;11_peppol;Identity and access management MUST provide a functionality to register an economic operator in a formal procedure in order to create a VCD account. ;{}
1787;11_peppol;Identity and access management MUST provide an interface to submit sensitive economic operator data (for example by uploading attestations that verify sensitive economic operator data) in order to allow the economic operator to apply for the creation of a VCD account.;{}
1788;11_peppol;Sensitive economic operator data MUST be verified through a formal procedure by offc.;{'officer': 'offc'}
1789;11_peppol;offc has to create a VCD account for the economic operator.;{'officer': 'offc'}
1790;11_peppol;Sensitive economic operator data MUST be placed to a VCD account by an officer.;{}
1791;11_peppol;Identity and access management MUST provide a functionality that enables the economic operator to receive his log-in data. ;{}
1792;11_peppol;The authentication within identity and access management SHOULD provide a single-sign on functionality that can be used across other systems.;{}
